Year,Month,Date,MonthlyInflation,Rate,FEDFUNDS,M1_change,Unemployment,UMCSENT,Commodities_Price,Oil_Change,GoldPrice,MortgageRate,Label
2018,Aug,8/1/2018,252.146,2.7,1.91,5.353957718,3.8,96.2,5,44.9,1202.45,4.52,Aug-18
2018,Sep,9/1/2018,252.439,2.3,1.95,5.758593801,3.7,100.1,4.5,44.7,1187.25,4.72,Sep-18
2018,Oct,10/1/2018,252.885,2.5,2.19,6.646391917,3.8,98.6,5,43.3,1214.95,4.86,Oct-18
2018,Nov,11/1/2018,252.038,2.2,2.2,7.304351606,3.8,97.5,3.3,-1,1217.55,4.81,Nov-18
2018,Dec,12/1/2018,251.233,1.9,2.27,6.932422775,3.9,98.3,2.4,-16,1279,4.55,Dec-18
2019,Jan,1/1/2019,251.712,1.6,2.4,7.001629627,4,91.2,0.6,-21,1323.25,4.46,Jan-19
2019,Feb,2/1/2019,252.776,1.5,2.4,7.085448088,3.8,93.8,-0.1,-12.4,1319.15,4.35,Feb-19
2019,Mar,3/1/2019,254.202,1.9,2.41,10.55028463,3.8,98.4,0.8,-8.6,1295.4,4.06,Mar-19
2019,Apr,4/1/2019,255.548,2,2.42,17.56471757,3.6,97.2,0.9,-4.6,1282.3,4.2,Apr-19
2019,May,5/1/2019,256.092,1.8,2.39,22.7779677,3.7,100,-0.7,-13.7,1295.55,3.99,May-19
2019,Jun,6/1/2019,256.143,1.6,2.38,23.89488463,3.6,98.2,-1.9,-18.6,1409,3.73,Jun-19
2019,Jul,7/1/2019,256.571,1.8,2.4,24.32906557,3.7,98.4,-1.8,-20.4,1427.55,3.75,Jul-19
2019,Aug,8/1/2019,256.558,1.7,2.13,24.20105164,3.7,89.8,-2.1,-17.1,1528.4,3.58,Aug-19
2019,Sep,9/1/2019,256.759,1.7,2.04,25.0868825,3.5,93.2,-2.6,-20,1485.3,3.64,Sep-19
2019,Oct,10/1/2019,257.346,1.8,1.83,25.21066873,3.6,95.5,-2.9,-28.4,1510.95,3.78,Oct-19
2019,Nov,11/1/2019,257.208,2.1,1.55,26.08274351,3.6,96.8,-1.6,-1,1460.15,3.68,Nov-19
2019,Dec,12/1/2019,256.974,2.3,1.55,26.4632142,3.6,99.3,-1,19.1,1514.75,3.74,Dec-19
2020,Jan,1/1/2020,257.971,2.5,1.55,27.47872606,3.5,99.8,0.1,12.2,1584.2,3.51,Jan-20
2020,Feb,2/1/2020,258.678,2.3,1.58,28.69412602,3.5,101,-1.3,-9.7,1609.85,3.45,Feb-20
2020,Mar,3/1/2020,258.115,1.5,0.65,26.63413895,4.4,89.1,-3.8,-43.5,1608.95,3.5,Mar-20
2020,Apr,4/1/2020,256.389,0.3,0.05,21.36441785,14.7,71.8,-8.2,-74,1702.75,3.23,Apr-20
2020,May,5/1/2020,256.394,0.1,0.05,17.63335042,13.2,72.3,-6.5,-63.5,1728.7,3.15,May-20
2020,Jun,6/1/2020,257.797,0.6,0.08,15.77181663,11,78.1,-4.5,-38.5,1768.1,3.13,Jun-20
2020,Jul,7/1/2020,259.101,1,0.09,15.71950545,10.2,72.5,-3.8,-38.4,1964.9,2.99,Jul-20
2020,Aug,8/1/2020,259.918,1.3,0.1,16.56121396,8.4,74.1,-2.5,-33.5,1957.35,2.91,Aug-20
2020,Sep,9/1/2020,260.28,1.4,0.09,15.89558008,7.9,80.4,-1.5,-35.3,1886.9,2.9,Sep-20
2020,Oct,10/1/2020,260.388,1.2,0.09,15.86415922,6.9,81.8,-1.1,-29.6,1881.85,2.81,Oct-20
2020,Nov,11/1/2020,260.229,1.2,0.09,15.56665945,6.7,76.9,-0.4,-31.5,1762.55,2.72,Nov-20
2020,Dec,12/1/2020,260.474,1.4,0.09,15.40038253,6.7,80.7,0.8,-24.7,1887.6,2.67,Dec-20
2021,Jan,1/1/2021,261.582,1.4,0.09,14.76126167,6.3,79,2.8,-12.9,1863.8,2.73,Jan-21
2021,Feb,2/1/2021,263.014,1.7,0.08,13.51153779,6.2,76.8,7.1,14.3,1742.85,2.97,Feb-21
2021,Mar,3/1/2021,264.877,2.6,0.07,11.82487597,6.1,84.9,11.3,88.3,1691.05,3.17,Mar-21
2021,Apr,4/1/2021,267.054,4.2,0.07,9.054647927,6.1,88.3,17.5,260,1767.65,2.98,Apr-21
2021,May,5/1/2021,269.195,5,0.06,6.930704175,5.8,82.9,19.2,183.2,1899.95,2.95,May-21
2021,Jun,6/1/2021,271.696,5.4,0.08,6.346622822,5.9,85.5,19.7,105.7,1763.15,3.02,Jun-21
2021,Jul,7/1/2021,273.003,5.4,0.1,5.636670096,5.4,81.2,20.1,100.2,1825.75,2.8,Jul-21
2021,Aug,8/1/2021,273.567,5.3,0.09,4.427541641,5.2,70.3,20.1,77.9,1814.85,2.87,Aug-21
2021,Sep,9/1/2021,274.31,5.4,0.08,3.019794516,4.8,72.8,20.6,92,1742.8,3.01,Sep-21
2021,Oct,10/1/2021,276.589,6.2,0.08,1.59358934,4.5,71.7,22.4,114.9,1769.15,3.14,Oct-21
2021,Nov,11/1/2021,277.948,6.8,0.08,0.327981228,4.2,67.4,22.7,108.9,1804.4,3.1,Nov-21
2021,Dec,12/1/2021,278.802,7,0.08,-1.265240155,3.9,70.6,20.4,60.8,1805.85,3.11,Dec-21
2022,Jan,1/1/2022,281.148,7.5,0.08,-1.929034657,4,67.2,20.3,64,1795.25,3.55,Jan-22
2022,Feb,2/1/2022,283.716,7.9,0.08,0.432419202,3.8,62.8,20,64,1909.85,3.89,Feb-22
2022,Mar,3/1/2022,287.504,8.5,0.2,0.426723899,3.6,59.4,20.9,66.7,1942.15,4.67,Mar-22
2022,Apr,4/1/2022,289.109,8.3,0.33,0.415827302,3.6,65.2,21.8,71.2,1911.3,5.1,Apr-22
2022,May,5/1/2022,292.296,8.6,0.77,0.39194552,3.6,58.4,21.5,63.5,1838.7,5.1,May-22
2022,Jun,6/1/2022,296.311,9.1,1.21,0.374540992,3.6,50,22.4,68.1,1817,5.7,Jun-22
2022,Jul,7/1/2022,296.276,8.5,1.68,0.372239748,3.5,51.5,17.4,37.5,1753.4,5.3,Jul-22
2022,Aug,8/1/2022,296.171,8.3,2.33,0.383688209,3.7,58.2,15.5,39.3,1715.9,5.55,Aug-22
2022,Sep,9/1/2022,296.808,8.2,2.56,0.397024227,3.5,58.6,13.7,24.7,1671.75,6.7,Sep-22
2022,Oct,10/1/2022,298.012,7.7,3.08,0.405984726,3.7,59.9,10.2,12.1,1639,7.08,Oct-22
2022,Nov,11/1/2022,297.711,7.1,3.78,0.414745248,3.6,56.8,8.2,8.3,1753.5,6.58,Nov-22
2022,Dec,12/1/2022,296.797,6.5,4.1,0.415772345,3.5,59.7,6.9,5.8,1813.75,6.42,Dec-22
