Year,Month,Date,MonthlyInflation,Rate,FEDFUNDS,M1_change,Unemployment,UMCSENT,Commodities_Price,Oil_Change,GoldPrice,MortgageRate,Label
1999,Aug,8/1/1999,167.1,2.3,5.07,6.285619694,4.2,104.5,2.2,88.2,254.8,7.8,Aug-99
1999,Sep,9/1/1999,167.9,2.6,5.22,6.689942825,4.2,107.2,3.4,81.9,299,7.76,Sep-99
1999,Oct,10/1/1999,168.2,2.6,5.2,6.446595631,4.1,103.2,3,73,299.1,7.96,Oct-99
1999,Nov,11/1/1999,168.3,2.6,5.42,6.207436039,4.1,107.2,3.8,104,291.35,7.75,Nov-99
1999,Dec,12/1/1999,168.3,2.7,5.3,6.559700128,4,105.4,4.1,172,290.25,8.06,Dec-99
2000,Jan,1/1/2000,168.8,2.7,5.45,7.029936855,4,112,4.4,139.1,283.3,8.25,Jan-00
2000,Feb,2/1/2000,169.8,3.2,5.73,7.56332904,4.1,111.3,6.1,218.7,293.65,8.31,Feb-00
2000,Mar,3/1/2000,171.2,3.8,5.85,8.163173214,4,107.1,6.7,161,276.75,8.23,Mar-00
2000,Apr,4/1/2000,171.3,3.1,6.02,8.290178672,3.8,109.2,5.7,64.2,275.05,8.13,Apr-00
2000,May,5/1/2000,171.5,3.2,6.27,8.452054489,4,110.7,5.5,68.6,272.25,8.62,May-00
2000,Jun,6/1/2000,172.4,3.7,6.53,8.912406816,4,106.4,6.9,84,288.15,8.22,Jun-00
2000,Jul,7/1/2000,172.8,3.7,6.54,9.130003308,4,108.3,6.4,55.1,276.75,8.13,Jul-00
2000,Aug,8/1/2000,172.8,3.4,6.5,9.220730716,4.1,107.3,4.7,56.1,277,7.99,Aug-00
2000,Sep,9/1/2000,173.7,3.5,6.52,10.84134247,3.9,106.8,5.2,48.7,273.65,7.88,Sep-00
2000,Oct,10/1/2000,174,3.4,6.51,10.19056953,3.9,105.8,6,52.9,264.5,7.68,Oct-00
2000,Nov,11/1/2000,174.1,3.4,6.51,10.85565557,3.9,107.6,5.2,48.1,269.1,7.73,Nov-00
2000,Dec,12/1/2000,174,3.4,6.4,10.9702458,3.9,98.4,6.6,11,274.45,7.13,Dec-00
2001,Jan,1/1/2001,175.1,3.7,5.98,10.25245382,4.2,94.7,9.1,4.4,264.5,7.15,Jan-01
2001,Feb,2/1/2001,175.8,3.5,5.49,10.02906356,4.2,90.6,5.9,-3.4,266.7,7.12,Feb-01
2001,Mar,3/1/2001,176.2,2.9,5.31,8.984756486,4.3,91.5,3.9,-15.9,257.7,6.91,Mar-01
2001,Apr,4/1/2001,176.9,3.3,4.8,7.542854745,4.4,88.4,4.4,7,263.15,7.12,Apr-01
2001,May,5/1/2001,177.7,3.6,4.21,8.172237531,4.3,92,4,-2.4,267.5,7.2,May-01
2001,Jun,6/1/2001,178,3.2,3.97,7.816756779,4.5,92.6,1.3,-14.3,270.6,7.11,Jun-01
2001,Jul,7/1/2001,177.5,2.7,3.77,8.053200818,4.6,92.4,-0.2,-12.6,265.9,7.03,Jul-01
2001,Aug,8/1/2001,177.5,2.7,3.65,8.186818889,4.9,91.5,0.4,-18.7,273,6.92,Aug-01
2001,Sep,9/1/2001,178.3,2.6,3.07,6.338086211,5,81.8,-1,-25.1,293.1,6.72,Sep-01
2001,Oct,10/1/2001,177.7,2.1,2.49,7.461184589,5.3,82.7,-3.8,-38.9,278.75,6.64,Oct-01
2001,Nov,11/1/2001,177.4,1.9,2.09,7.577403029,5.5,83.9,-3.9,-48.1,275.5,7.02,Nov-01
2001,Dec,12/1/2001,176.7,1.6,1.82,6.867005076,5.7,88.8,-5.9,-42.4,276.5,7.16,Dec-01
2002,Jan,1/1/2002,177.1,1.1,1.73,7.044234982,5.7,93,-8.2,-35.5,282.3,6.96,Jan-02
2002,Feb,2/1/2002,177.8,1.1,1.74,7.125904948,5.7,90.7,-6.6,-33.7,296.85,6.81,Feb-02
2002,Mar,3/1/2002,178.8,1.5,1.73,7.220031546,5.7,95.7,-4.5,-11.1,301.4,7.18,Mar-02
2002,Apr,4/1/2002,179.8,1.6,1.75,7.854514301,5.9,93,-4.1,-5.1,308.2,6.88,Apr-02
2002,May,5/1/2002,179.8,1.2,1.75,8.529125268,5.8,96.9,-4.4,-0.8,326.6,6.76,May-02
2002,Jun,6/1/2002,179.9,1.1,1.75,8.688508746,5.8,92.4,-3.4,-17.4,318.5,6.55,Jun-02
2002,Jul,7/1/2002,180.1,1.5,1.73,8.7173771,5.8,88.1,-1.6,-6.2,304.65,6.34,Jul-02
2002,Aug,8/1/2002,180.7,1.8,1.74,8.958985718,5.7,87.6,-1.4,0.3,312.8,6.22,Aug-02
2002,Sep,9/1/2002,181,1.5,1.75,7.792984818,5.7,86.1,-0.8,6.2,323.7,5.99,Sep-02
2002,Oct,10/1/2002,181.3,2,1.75,6.805193832,5.7,80.6,2.2,34.8,316.9,6.31,Oct-02
2002,Nov,11/1/2002,181.3,2.2,1.34,5.919194172,5.9,84.2,2.5,31.8,319.05,6.13,Nov-02
2002,Dec,12/1/2002,180.9,2.4,1.24,5.434502558,6,86.7,3.7,60.6,347.2,5.93,Dec-02
2003,Jan,1/1/2003,181.7,2.6,1.24,4.966905631,5.8,82.4,5.3,77.2,367.5,5.9,Jan-03
2003,Feb,2/1/2003,183.1,3,1.26,4.98960499,5.9,79.9,7.2,77.9,347.45,5.79,Feb-03
2003,Mar,3/1/2003,184.2,3,1.25,5.253675935,5.9,77.6,8.8,46.3,334.85,5.91,Mar-03
2003,Apr,4/1/2003,183.8,2.2,1.26,5.320813772,6,86,4.6,7.6,336.75,5.79,Apr-03
2003,May,5/1/2003,183.5,2.1,1.26,5.592683148,6.1,92.1,4.5,-4,361.4,5.31,May-03
2003,Jun,6/1/2003,183.7,2.1,1.22,4.949066979,6.3,89.7,5.4,29.4,346,5.24,Jun-03
2003,Jul,7/1/2003,183.9,2.1,1.01,4.32269954,6.2,90.9,5,20.6,354.75,5.94,Jul-03
2003,Aug,8/1/2003,184.6,2.2,1.03,3.725406634,6.1,89.3,4.9,15.1,375.6,6.32,Aug-03
2003,Sep,9/1/2003,185.2,2.3,1.01,4.817892504,6.1,87.7,4.7,-3.2,388,5.98,Sep-03
2003,Oct,10/1/2003,185,2,1.01,5.432952074,6,89.6,4.6,6.5,386.25,5.94,Oct-03
2003,Nov,11/1/2003,184.5,1.8,1,5.750704274,5.8,93.7,4.4,18.9,398.35,5.89,Nov-03
2003,Dec,12/1/2003,184.3,1.9,0.98,6.081081081,5.7,92.6,5,14.3,416.25,5.85,Dec-03
2004,Jan,1/1/2004,185.2,1.9,1,6.012472866,5.7,103.8,4.5,5.6,399.75,5.68,Jan-04
2004,Feb,2/1/2004,186.2,1.7,1.01,5.453113497,5.6,94.4,3.3,-5.6,395.85,5.58,Feb-04
2004,Mar,3/1/2004,187.4,1.7,1,4.978332822,5.8,95.8,1.3,1.6,423.7,5.4,Mar-04
2004,Apr,4/1/2004,188,2.3,1,4.48735336,5.6,94.2,5.8,29.3,388.5,6.01,Apr-04
2004,May,5/1/2004,189.1,3.1,1,3.443357441,5.6,90.2,7.4,43.9,393.25,6.32,May-04
2004,Jun,6/1/2004,189.7,3.3,1.03,3.924282855,5.6,95.6,6.7,20.5,395.8,6.25,Jun-04
2004,Jul,7/1/2004,189.4,3,1.26,4.188524997,5.5,96.7,7,28,391.4,6.08,Jul-04
2004,Aug,8/1/2004,189.5,2.7,1.43,4.255179649,5.4,95.9,7.2,42.4,407.25,5.82,Aug-04
2004,Sep,9/1/2004,189.9,2.5,1.61,4.264918983,5.4,94.2,6.6,57.7,415.65,5.72,Sep-04
2004,Oct,10/1/2004,190.9,3.2,1.76,4.375288607,5.5,91.7,7.7,71.2,425.55,5.64,Oct-04
2004,Nov,11/1/2004,191,3.5,1.93,4.204906823,5.4,92.8,9,55.5,453.4,5.72,Nov-04
2004,Dec,12/1/2004,190.3,3.3,2.16,4.344601388,5.4,97.1,7.7,30.5,435.6,5.81,Dec-04
2005,Jan,1/1/2005,190.7,3,2.28,4.934573286,5.3,95.5,6.7,31.6,422.15,5.66,Jan-05
2005,Feb,2/1/2005,191.8,3,2.5,5.164941203,5.4,94.1,6.7,37.8,435.45,5.69,Feb-05
2005,Mar,3/1/2005,193.3,3.1,2.63,5.219427326,5.2,92.6,7.4,50.1,427.5,6.04,Mar-05
2005,Apr,4/1/2005,194.6,3.5,2.79,5.559503812,5.2,87.7,7,39.7,435.7,5.78,Apr-05
2005,May,5/1/2005,194.4,2.8,3,5.322186947,5.1,86.9,5.1,26.9,414.45,5.65,May-05
2005,Jun,6/1/2005,194.5,2.5,3.04,5.407862212,5,96,4.8,48.8,437.1,5.53,Jun-05
2005,Jul,7/1/2005,195.4,3.2,3.26,5.551931003,5,96.5,6,53.3,429,5.77,Jul-05
2005,Aug,8/1/2005,196.4,3.6,3.5,5.497100117,4.9,89.1,6.5,44.3,433.25,5.77,Aug-05
2005,Sep,9/1/2005,198.8,4.7,3.62,5.356720722,5,76.9,9.8,44.8,473.25,5.91,Sep-05
2005,Oct,10/1/2005,199.2,4.3,3.78,5.565405677,5,74.2,10.8,21.8,470.75,6.15,Oct-05
2005,Nov,11/1/2005,197.6,3.5,4,5.83455733,5,81.6,8.1,23,495.65,6.28,Nov-05
2005,Dec,12/1/2005,196.8,3.4,4.16,6.071701229,4.9,91.5,8.5,49.6,513,6.22,Dec-05
2006,Jan,1/1/2006,198.3,4,4.29,5.99735388,4.7,91.2,8.9,43.7,568.75,6.12,Jan-06
2006,Feb,2/1/2006,198.7,3.6,4.49,5.85592588,4.8,86.7,6.7,29.3,556,6.26,Feb-06
2006,Mar,3/1/2006,199.8,3.4,4.59,6.150359366,4.7,88.9,5.5,15.4,582,6.35,Mar-06
2006,Apr,4/1/2006,201.5,3.5,4.79,6.679161697,4.7,87.4,6,36.1,644,6.58,Apr-06
2006,May,5/1/2006,202.5,4.2,4.94,6.773979269,4.6,79.1,7.5,41.9,653,6.62,May-06
2006,Jun,6/1/2006,202.9,4.3,4.99,6.666359249,4.6,84.9,7.6,26.8,613.5,6.78,Jun-06
2006,Jul,7/1/2006,203.5,4.1,5.24,6.465873283,4.7,84.7,6.7,24.9,632.5,6.72,Jul-06
2006,Aug,8/1/2006,203.9,3.8,5.25,7.123070835,4.7,82,6.5,15.5,623.5,6.44,Aug-06
2006,Sep,9/1/2006,202.9,2.1,5.25,6.950017413,4.5,85.4,2,0.5,599.25,6.31,Sep-06
2006,Oct,10/1/2006,201.8,1.3,5.25,6.38538246,4.4,93.6,-2.4,-8.5,603.75,6.4,Oct-06
2006,Nov,11/1/2006,201.5,2,5.25,6.211870774,4.5,92.1,0.5,0.3,646.7,6.14,Nov-06
2006,Dec,12/1/2006,201.8,2.5,5.24,5.986321256,4.4,91.7,1.6,0.1,632,6.18,Dec-06
2007,Jan,1/1/2007,202.416,2.1,5.25,5.887601683,4.6,96.9,-0.2,-14.7,650.5,6.25,Jan-07
2007,Feb,2/1/2007,203.499,2.4,5.26,6.894763358,4.5,91.3,3.1,-1.7,664.2,6.22,Feb-07
2007,Mar,3/1/2007,205.352,2.8,5.26,7.350397019,4.4,88.4,4.4,-6.6,661.75,6.16,Mar-07
2007,Apr,4/1/2007,206.686,2.6,5.25,6.880781165,4.5,87.1,4.3,-10.3,677,6.16,Apr-07
2007,May,5/1/2007,207.949,2.7,5.25,6.843056311,4.4,88.3,4.5,-11.5,659.1,6.42,May-07
2007,Jun,6/1/2007,208.352,2.7,5.25,6.578620579,4.6,85.3,4.6,-5.2,650.5,6.67,Jun-07
2007,Jul,7/1/2007,208.299,2.4,5.26,6.772867868,4.7,90.4,5,-0.8,665.5,6.69,Jul-07
2007,Aug,8/1/2007,207.917,2,5.02,5.856500557,4.6,83.4,2.7,-0.4,672,6.45,Aug-07
2007,Sep,9/1/2007,208.49,2.8,4.94,6.570951297,4.7,83.4,4.9,24.6,743,6.42,Sep-07
2007,Oct,10/1/2007,208.936,3.5,4.76,7.837501609,4.7,80.9,7.7,43.2,789.5,6.33,Oct-07
2007,Nov,11/1/2007,210.177,4.3,4.49,8.166865859,4.7,76.1,8.7,63.7,783.5,6.1,Nov-07
2007,Dec,12/1/2007,210.036,4.1,4.24,10.18864189,5,75.5,7.9,51.7,833.75,6.17,Dec-07
2008,Jan,1/1/2008,211.08,4.3,3.94,10.80510859,5,78.4,10.4,72.9,923.25,5.68,Jan-08
2008,Feb,2/1/2008,211.693,4,2.98,9.999578965,4.9,70.8,9.5,63.2,971.5,6.24,Feb-08
2008,Mar,3/1/2008,213.528,4,2.61,9.960749256,5.1,69.5,11,90.5,933.5,5.85,Mar-08
2008,Apr,4/1/2008,214.823,3.9,2.28,9.316443793,5,62.6,11.4,87.4,871,6.03,Apr-08
2008,May,5/1/2008,216.632,4.2,1.98,9.930438623,5.4,59.8,13.4,105.7,885.75,6.08,May-08
2008,Jun,6/1/2008,218.815,5,2,9.776605391,5.6,56.4,15.4,107.2,930.25,6.45,Jun-08
2008,Jul,7/1/2008,219.964,5.6,2.01,9.162676153,5.8,61.2,17.4,91.8,918,6.52,Jul-08
2008,Aug,8/1/2008,219.086,5.4,2,8.866501469,6.1,63,15.4,62.5,833,6.4,Aug-08
2008,Sep,9/1/2008,218.783,4.9,1.81,7.897936028,6.1,70.3,13.5,35.9,884.5,6.09,Sep-08
2008,Oct,10/1/2008,216.573,3.7,0.97,6.819284905,6.5,57.6,6.7,-3.4,730.75,6.46,Oct-08
2008,Nov,11/1/2008,212.425,1.1,0.39,6.517240453,6.8,55.3,-1.2,-40.3,814.5,5.97,Nov-08
2008,Dec,12/1/2008,210.228,0.1,0.16,4.067401895,7.3,60.1,-4.3,-57.7,869.75,5.1,Dec-08
2009,Jan,1/1/2009,211.143,0,0.15,2.456864966,7.8,61.2,-5.4,-62.6,919.5,5.1,Jan-09
2009,Feb,2/1/2009,212.193,0.2,0.22,2.691486839,8.3,56.3,-7.3,-62.7,952,5.07,Feb-09
2009,Mar,3/1/2009,212.709,-0.4,0.18,1.765889083,8.7,57.3,-10.5,-58.8,916.5,4.85,Mar-09
2009,Apr,4/1/2009,213.24,-0.7,0.15,2.108011222,9,65.1,-11.4,-57.9,883.25,4.78,Apr-09
2009,May,5/1/2009,213.856,-1.3,0.18,2.064529516,9.4,68.7,-13.1,-54.9,975.5,4.91,May-09
2009,Jun,6/1/2009,215.693,-1.4,0.21,2.180129126,9.5,70.8,-13.2,-48.5,934.5,5.42,Jun-09
2009,Jul,7/1/2009,215.351,-2.1,0.16,2.23396867,9.5,66,-16.1,-58.2,939,5.25,Jul-09
2009,Aug,8/1/2009,215.834,-1.5,0.16,2.876691227,9.6,65.7,-12.1,-41.4,955.5,5.14,Aug-09
2009,Sep,9/1/2009,215.969,-1.3,0.15,3.255932311,9.8,73.5,-11.6,-35.4,995.75,5.04,Sep-09
2009,Oct,10/1/2009,216.177,-0.2,0.12,3.493904812,10,70.6,-6,-6.6,1040,5.03,Oct-09
2009,Nov,11/1/2009,216.33,1.8,0.12,3.358367225,9.9,67.4,0.3,41.7,1175.75,4.78,Nov-09
2009,Dec,12/1/2009,215.949,2.7,0.12,3.732864589,9.9,72.5,4.2,87,1087.5,5.14,Dec-09
2010,Jan,1/1/2010,216.687,2.6,0.11,4.411569189,9.8,74.4,6.3,129.3,1078.5,4.98,Jan-10
2010,Feb,2/1/2010,216.741,2.1,0.13,4.570582072,9.8,73.6,6.9,113.6,1108.25,5.05,Feb-10
2010,Mar,3/1/2010,217.631,2.3,0.16,5.245361022,9.9,73.6,9,82.1,1115.5,4.99,Mar-10
2010,Apr,4/1/2010,218.009,2.2,0.2,5.609764837,9.9,72.2,9,75.9,1179.25,5.06,Apr-10
2010,May,5/1/2010,218.178,2,0.2,5.759901313,9.6,73.6,8.2,30.2,1207.5,4.78,May-10
2010,Jun,6/1/2010,217.965,1.1,0.18,6.421420532,9.4,76,5.4,9.1,1244,4.69,Jun-10
2010,Jul,7/1/2010,218.011,1.2,0.18,8.2627796,9.4,67.8,6.7,29.6,1169,4.54,Jul-10
2010,Aug,8/1/2010,218.312,1.1,0.19,9.928952043,9.5,68.9,5.7,12.3,1246,4.36,Aug-10
2010,Sep,9/1/2010,218.439,1.1,0.19,9.807915492,9.5,68.2,6.2,10,1307,4.32,Sep-10
2010,Oct,10/1/2010,218.711,1.2,0.19,9.593795375,9.4,67.7,6.5,11.3,1346.75,4.23,Oct-10
2010,Nov,11/1/2010,218.803,1.1,0.19,9.912008282,9.8,71.6,5.8,10.9,1383.5,4.4,Nov-10
2010,Dec,12/1/2010,219.179,1.5,0.18,10.10240113,9.3,74.5,6.5,24.8,1405.5,4.86,Dec-10
2011,Jan,1/1/2011,220.223,1.6,0.17,10.76128208,9.1,74.2,5.9,15.8,1327,4.8,Jan-11
2011,Feb,2/1/2011,221.309,2.1,0.16,10.56491995,9,77.5,8.2,17.9,1411,4.95,Feb-11
2011,Mar,3/1/2011,223.467,2.7,0.14,10.43094832,9,67.5,8.7,27,1439,4.86,Mar-11
2011,Apr,4/1/2011,224.906,3.2,0.1,10.30672978,9.1,69.8,10.1,33.4,1535.5,4.78,Apr-11
2011,May,5/1/2011,225.964,3.6,0.09,9.929102784,9,74.3,10.4,41.4,1536.5,4.6,May-11
2011,Jun,6/1/2011,225.722,3.6,0.09,9.853641538,9.1,71.5,11.1,34.5,1505.5,4.51,Jun-11
2011,Jul,7/1/2011,225.922,3.6,0.07,8.530189818,9,63.7,11.1,36.6,1628.5,4.55,Jul-11
2011,Aug,8/1/2011,226.545,3.8,0.1,7.079166234,9,55.8,9.9,15.8,1813.5,4.22,Aug-11
2011,Sep,9/1/2011,226.889,3.9,0.08,7.729796209,9,59.5,10.2,29.8,1620,4.01,Sep-11
2011,Oct,10/1/2011,226.421,3.5,0.07,8.059981256,8.8,60.8,7.8,18.4,1722,4.1,Oct-11
2011,Nov,11/1/2011,226.23,3.4,0.08,8.2668187,8.6,63.7,7.3,27.6,1746,3.98,Nov-11
2011,Dec,12/1/2011,225.672,3,0.07,9.084505442,8.5,69.9,5.3,16.2,1531,3.95,Dec-11
2012,Jan,1/1/2012,226.665,2.9,0.08,8.457344924,8.3,75,4.2,15.8,1744,3.98,Jan-12
2012,Feb,2/1/2012,227.663,2.9,0.1,7.83512811,8.3,75.3,3,22.3,1770,3.95,Feb-12
2012,Mar,3/1/2012,229.392,2.7,0.13,8.043830715,8.2,76.2,2.5,7.6,1662.5,3.99,Mar-12
2012,Apr,4/1/2012,230.085,2.3,0.14,7.787982099,8.2,76.4,0.3,-4.2,1651.25,3.88,Apr-12
2012,May,5/1/2012,229.815,1.7,0.16,7.710869925,8.2,79.3,-1.1,-5.9,1558,3.75,May-12
2012,Jun,6/1/2012,229.478,1.7,0.16,7.492077369,8.2,73.2,-2,-13.1,1598.5,3.66,Jun-12
2012,Jul,7/1/2012,229.104,1.4,0.16,7.288066462,8.2,72.3,-2.2,-12.9,1622,3.49,Jul-12
2012,Aug,8/1/2012,230.379,1.7,0.13,7.035424292,8.1,74.3,-0.2,10.6,1648.5,3.59,Aug-12
2012,Sep,9/1/2012,231.407,2,0.14,6.722080539,7.8,78.3,0.3,5,1776,3.4,Sep-12
2012,Oct,10/1/2012,231.317,2.2,0.16,7.209713347,7.8,82.6,1.2,1.2,1719,3.41,Oct-12
2012,Nov,11/1/2012,230.221,1.8,0.16,6.568462227,7.7,82.7,0.2,-15.2,1726,3.32,Nov-12
2012,Dec,12/1/2012,229.601,1.7,0.16,5.891243362,7.9,72.9,0.9,-11,1657.5,3.35,Dec-12
2013,Jan,1/1/2013,230.28,1.6,0.14,6.158240268,8,73.8,0.9,-7.4,1664.75,3.53,Jan-13
2013,Feb,2/1/2013,232.166,2,0.15,6.938696261,7.7,77.6,1.3,-6.9,1588.5,3.51,Feb-13
2013,Mar,3/1/2013,232.773,1.5,0.14,6.614041869,7.5,78.6,-0.1,-11.1,1598.25,3.57,Mar-13
2013,Apr,4/1/2013,232.531,1.1,0.15,6.788337414,7.6,76.4,-0.1,-7.2,1469,3.4,Apr-13
2013,May,5/1/2013,232.945,1.4,0.11,7.031344426,7.5,84.5,1.1,1.4,1394.5,3.81,May-13
2013,Jun,6/1/2013,233.504,1.8,0.09,6.958487094,7.5,84.1,2.3,14.6,1192,4.46,Jun-13
2013,Jul,7/1/2013,233.596,2,0.09,7.054457908,7.3,85.1,2.1,22.4,1314.5,4.31,Jul-13
2013,Aug,8/1/2013,233.877,1.5,0.08,6.710600417,7.2,82.1,0.7,12.1,1394.75,4.51,Aug-13
2013,Sep,9/1/2013,234.149,1.2,0.08,6.484785507,7.2,77.5,-0.2,8,1326.5,4.32,Sep-13
2013,Oct,10/1/2013,233.546,1,0.09,5.909051065,7.2,73.2,-0.5,6.5,1324,4.1,Oct-13
2013,Nov,11/1/2013,233.069,1.2,0.08,6.149396378,6.9,75.1,-0.3,1.4,1253,4.29,Nov-13
2013,Dec,12/1/2013,233.049,1.5,0.09,6.240140731,6.7,82.5,0.2,7.1,1204.5,4.48,Dec-13
2014,Jan,1/1/2014,233.916,1.6,0.07,6.358127773,6.6,81.2,0.6,-3.3,1251,4.32,Jan-14
2014,Feb,2/1/2014,234.781,1.1,0.07,6.705781339,6.7,81.6,0.7,3.4,1326.5,4.37,Feb-14
2014,Mar,3/1/2014,236.293,1.5,0.08,6.439810427,6.7,80,1.5,4,1291.75,4.4,Mar-14
2014,Apr,4/1/2014,237.072,2,0.09,6.333896976,6.2,84.1,2.4,4.8,1288.5,4.33,Apr-14
2014,May,5/1/2014,237.9,2.1,0.09,5.965262227,6.3,81.9,1.9,3.6,1250.5,4.12,May-14
2014,Jun,6/1/2014,238.343,2.1,0.1,5.850312123,6.1,82.5,2,5.8,1315,4.14,Jun-14
2014,Jul,7/1/2014,238.25,2,0.09,5.763782756,6.2,81.8,1.8,-7.5,1285.25,4.12,Jul-14
2014,Aug,8/1/2014,237.852,1.7,0.09,5.932234806,6.1,82.5,1.4,-11.5,1285.75,4.1,Aug-14
2014,Sep,9/1/2014,238.031,1.7,0.09,6.103511571,5.9,84.6,1.2,-15.6,1216.5,4.2,Sep-14
2014,Oct,10/1/2014,237.433,1.7,0.09,5.780937691,5.7,86.9,0.4,-21.1,1164.25,3.98,Oct-14
2014,Nov,11/1/2014,236.151,1.3,0.09,6.211140487,5.8,88.8,-0.1,-18.6,1182.75,3.97,Nov-14
2014,Dec,12/1/2014,234.812,0.8,0.12,6.006999855,5.6,93.6,-2.5,-37.5,1206,3.87,Dec-14
2015,Jan,1/1/2015,233.707,-0.1,0.11,6.542165738,5.7,98.1,-5.8,-54,1260.25,3.66,Jan-15
2015,Feb,2/1/2015,234.722,0,0.11,6.107875638,5.5,95.4,-7.1,-54.2,1214,3.8,Feb-15
2015,Mar,3/1/2015,236.119,-0.1,0.11,6.518633596,5.4,93,-7.5,-54.9,1187,3.69,Mar-15
2015,Apr,4/1/2015,236.599,-0.2,0.12,6.849132532,5.4,95.9,-8.4,-50.7,1180.25,3.68,Apr-15
2015,May,5/1/2015,237.805,0,0.12,7.110000618,5.6,90.7,-7,-42.3,1191.4,3.87,May-15
2015,Jun,6/1/2015,238.638,0.1,0.13,7.258780216,5.3,96.1,-6.5,-43.7,1171,4.02,Jun-15
2015,Jul,7/1/2015,238.654,0.2,0.13,7.286776982,5.2,93.1,-6.8,-48.9,1098.4,3.98,Jul-15
2015,Aug,8/1/2015,238.316,0.2,0.14,7.574066647,5.1,91.9,-7.3,-57.1,1135,3.84,Aug-15
2015,Sep,9/1/2015,237.945,0,0.14,7.592933894,5,87.2,-8.4,-54.3,1114,3.86,Sep-15
2015,Oct,10/1/2015,237.838,0.2,0.12,7.857550547,5,90,-7.8,-46.2,1142.35,3.76,Oct-15
2015,Nov,11/1/2015,237.336,0.5,0.12,7.673615001,5.1,91.3,-7.6,-47.2,1061.9,3.95,Nov-15
2015,Dec,12/1/2015,236.525,0.7,0.24,7.410007276,5,92.6,-6.9,-44.8,1060,4.01,Dec-15
2016,Jan,1/1/2016,236.916,1.4,0.34,6.919422402,4.8,92,-4.9,-37.5,1111.8,3.79,Jan-16
2016,Feb,2/1/2016,237.111,1,0.38,6.792032974,4.9,91.7,-5.1,-46.7,1234.9,3.62,Feb-16
2016,Mar,3/1/2016,238.132,0.9,0.36,6.825987407,5,91,-4.9,-28.2,1237,3.71,Mar-16
2016,Apr,4/1/2016,239.261,1.1,0.37,6.57729262,5.1,89,-4,-26.4,1285.65,3.66,Apr-16
2016,May,5/1/2016,240.229,1,0.37,6.431276807,4.8,94.7,-4.2,-28.5,1212.1,3.64,May-16
2016,Jun,6/1/2016,241.018,1,0.38,6.055406553,4.9,93.5,-3.7,-21.9,1320.75,3.48,Jun-16
2016,Jul,7/1/2016,240.628,0.8,0.39,6.045578186,4.8,90,-3.2,-15.9,1342,3.48,Jul-16
2016,Aug,8/1/2016,240.849,1.1,0.4,5.792146662,4.9,89.8,-2.8,-0.1,1309.25,3.43,Aug-16
2016,Sep,9/1/2016,241.428,1.5,0.4,5.624563278,5,91.2,-1.2,0.1,1322.5,3.42,Sep-16
2016,Oct,10/1/2016,241.729,1.6,0.4,5.509641873,4.9,87.2,-0.4,9.3,1272,3.47,Oct-16
2016,Nov,11/1/2016,241.353,1.7,0.41,5.108253296,4.7,93.8,0.3,8.4,1178.1,4.03,Nov-16
2016,Dec,12/1/2016,241.432,2.1,0.54,5.206578095,4.7,98.2,2.6,48.7,1145.9,4.32,Dec-16
2017,Jan,1/1/2017,242.839,2.5,0.65,4.695268645,4.7,98.5,4.4,84.3,1212.8,4.19,Jan-17
2017,Feb,2/1/2017,243.603,2.7,0.66,4.454151256,4.6,96.3,5.7,106.2,1255.6,4.16,Feb-17
2017,Mar,3/1/2017,243.801,2.4,0.79,4.321276478,4.4,96.9,5.2,43.2,1244.85,4.14,Mar-17
2017,Apr,4/1/2017,244.524,2.2,0.9,3.975303975,4.4,97,5.3,32.6,1266.45,4.03,Apr-17
2017,May,5/1/2017,244.733,1.9,0.91,3.966911074,4.4,97.1,4,9,1266.2,3.95,May-17
2017,Jun,6/1/2017,244.955,1.6,1.04,4.237096611,4.3,95,3.2,-3.7,1242.25,3.88,Jun-17
2017,Jul,7/1/2017,244.786,1.7,1.15,4.002482159,4.3,93.4,3.1,3.4,1267.55,3.92,Jul-17
2017,Aug,8/1/2017,245.519,1.9,1.16,3.912715169,4.4,96.8,3.9,13.3,1311.75,3.82,Aug-17
2017,Sep,9/1/2017,246.819,2.2,1.15,3.777448822,4.3,95.1,4.2,14.6,1283.1,3.83,Sep-17
2017,Oct,10/1/2017,246.663,2,1.15,3.442092573,4.2,100.7,4.4,7.2,1270.15,3.94,Oct-17
2017,Nov,11/1/2017,246.669,2.2,1.16,3.320305089,4.2,98.5,5.2,31.3,1280.2,3.9,Nov-17
2017,Dec,12/1/2017,246.524,2.1,1.3,3.834332607,4.1,95.9,4.3,17.4,1291,3.99,Dec-17
2018,Jan,1/1/2018,247.867,2.1,1.41,4.235584633,4,95.7,3.8,29.4,1345.05,4.15,Jan-18
2018,Feb,2/1/2018,248.991,2.2,1.42,4.210045388,4.1,99.7,4,20,1317.85,4.4,Feb-18
2018,Mar,3/1/2018,249.554,2.4,1.51,4.062411517,4,101.4,4.1,32.7,1323.85,4.44,Mar-18
2018,Apr,4/1/2018,250.546,2.5,1.69,4.103716559,4,98.8,3.8,32.7,1313.2,4.58,Apr-18
2018,May,5/1/2018,251.588,2.8,1.7,4.368738363,3.8,98,5.4,53.7,1305.35,4.56,May-18
2018,Jun,6/1/2018,251.989,2.9,1.82,4.810124715,4,98.2,5.5,52.3,1250.45,4.55,Jun-18
2018,Jul,7/1/2018,252.006,2.9,1.91,5.115630277,3.8,97.9,5.6,63.6,1220.95,4.54,Jul-18
